conf	year	passcode	resid	ResourceType	ResourceType_clean	resourceName	resourceName_clean	ResourceProdStatus	ResourceProdStatus_clean	ResourceLang_1	ResourceLang_1_clean	ResourceLang_2	ResourceLang_2_clean	ResourceLang_3	ResourceLang_3_clean	ResourceLang_4	ResourceLang_4_clean	ResourceLang_5	ResourceLang_5_clean	ResourceLang_O	ResourceLang_O_clean	langdim
LREC2010	2010	242X-A7A4B7D2J2		"Annotation Tool"		"Opinion Annotation Tool (OAT)"		"Newly created-finished"		LI												Mono
LREC2012	2012	149		Corpus		"Polish Parallel Corpora"		"Newly created-in progress"		German 												Mono
LREC2010	2010	587X-B3A3A4D6E8		Tagger/Parser		Morfeus		Existing-used		Basque												Mono
LREC2010	2010	236X-G5E3J2E9H4		Lexicon		MuLeXFoR		"Newly created-in progress"		English		French		Italian								Tri
LREC2012	2012	496		"Evaluation Data"		"Gold Standard for English non-deverbal eventive nouns"		Existing-used		Spanish 												Mono
LREC2012	2012	1011		Corpus		"German Parliament Sessions"		Existing-used		English		German										Bi
LREC2012	2012	447		Corpus		"Europarl v.2"		Existing-used		Early Modern German (1650-1800)												Mono
LREC2010	2010	312X-B7E7D2A6C3		"Representation-Annotation Standard/Best Practice"		"Unicode Character Database"		Existing-used		multilingual												Mono
LREC2012	2012	768		Lexicon		RoMorphoDict		Existing-used		Swedish 												Mono
LREC2010	2010	567X-E6C7P2F7D5		Lexicon		"De Mauro Paravia Dictionary of the Italian Language"		Existing-updated		Italian												Mono
ACLHT2011	2011	120		Corpus		"KDD-D / KDD-T Datasets"		"Newly created-finished"		English												Mono
LREC2010	2010	164X-H3H6A3G5C6		"Representation-Annotation Standard/Best Practice"		"Text Encoding Initiative (TEI)"		Existing-used		LI												Mono
LREC2012	2012	437		Metadata		"Virtual Language Observatory"		"Newly created-in progress"		Dutch												Mono
LREC2010	2010	733X-A7D3F4B8D5		Tagger/Parser		"A part-of-speech tagger for English"		Existing-used		English												Mono
COLING2010	2010	392X-A6B3A5C8J2		"Not Inserted"		Synmttk		"Newly created-in progress"		LI												Mono
LREC2010	2010	301X-D5H6D3F8H2		Tagger/Parser		"Xeros Incremental Parser XIP"		Existing-used		English		French										Bi
LREC2010	2010	442X-B6H6C3G4P3		"Not Inserted"		"MAGEAD: A Morphological Analyzer and Generator for Arabic and its Dialects"		"Newly created-in progress"		Modern Standard Arabic												Mono
LREC2010	2010	W05_10X-B9E8J3B6A8		Corpus		"Lwazi TTS corpus"		"Newly created-finished"		Afrikaans		isiNdebele		isiXhosa		isiZulu		South African English				Multi
LREC2010	2010	833X-B6F9B7E4F9		"Machine Translator"		"Google Translate"		"Newly created-in progress"		Afrikaans		Arabic		Bulgarian		Byelorussian (Belarussian)		Catalan				Multi
LREC2012	2012	337		Corpus		"FAUST Feedback Annotation"		"Newly created-in progress"		Egyptian Arabic 		Modern Standard Arabic										Bi
COLING2010	2010	278X-C7J9A5G5F6		"Evaluation Tool"		AkaneRE		Existing-used		English												Mono
LREC2010	2010	206X-B7B3G3C5A7		Lexicon		WordNet		Existing-used		English												Mono
LREC2010	2010	W04_12X-B2B5J6D3C2		"Named Entity Recogniser"		annie-alpha		"Newly created-in progress"		English												Mono
LREC2010	2010	179X-J7C6A7F2P9		Corpus		Europarl		Existing-used		English		French		German								Tri
COLING2010	2010	334X-G9E5D6E6P4		Corpus		"IMDB actors"		Existing-used		LI												Mono
LREC2010	2010	W03_9X-B2F5E3H6G6		"Annotation Tool"		GATE		Existing-updated		Not Applicable												Mono
LREC2010	2010	331X-J3G3P2E8D6		Ontology		"Associative Concept Dictionary (ACD)"		Existing-used		Japanese												Mono
LREC2010	2010	276X-F7H8H6J6C2		Corpus		"The Quranic Arabic Corpus"		"Newly created-finished"		Quranic Arabic												Mono
COLING2010	2010	107X-A7F6F2C4B8		Corpus		"ANERcorp + Our Own Corpus"		Existing-updated		Arabic												Mono
ACLHT2011	2011	492		"Not Assigned"		"MADA (Morphological Analysis and Disambiguation for Arabic) tool kit."																"Not Specified"
LREC2010	2010	409X-P3D2G3D6P7		"Evaluation Data"		"Goldstandard of German morphological analysis"		"Newly created-in progress"		German												Mono
LREC2010	2010	W03_13X-D7H3J6E8C6		Corpus		"Corpus IDV"		"Newly created-in progress"		LI												Mono
COLING2010	2010	134X-J9B7A5E3B9		Corpus		"Web 1T 5-gram corpus"		Existing-used		English												Mono
LREC2010	2010	443X-J6F5P7E9G7		Corpus		"JAPIO patent abstracts"		Existing-used		English		Japanese										Bi
LREC2010	2010	848X-E9J6A7G7F4		Lexicon		"Base Concepts"		Existing-used		English												Mono
LREC2010	2010	601X-A8B5J5A3H3		"Representation-Annotation Formalism/Guidelines"		"Unified Eventity Representation (UER)"		"Newly created-finished"		Not Applicable												Mono
LREC2010	2010	W13_52X-H8A3P5A3B9		"Annotation Tool"		am_tools		Existing-used		Not Applicable												Mono
LREC2010	2010	862X-B7A2P5G8J7		Corpus		"Machine Reading P1 IC Training Data (LDC2010E07)"		"Newly created-in progress"		English												Mono
LREC2010	2010	222X-A3B3E4A3J4		Tagger/Parser		FreeLing		Existing-used		LI												Mono
LTC2011	2011	76		Corpus				"Newly created-in progress"														Mono
IS2011	2011	60851		Corpus		AKUEM		"Newly created-in progress"		Russian		Ukrainian										Bi
LREC2012	2012	462		Lexicon		"English-Russian Wiki-dictionary"		"Newly created-finished"		American English 												Mono
LTC2011	2011	68		Corpus		RoGER		"Newly created-finished"														Mono
IS2011	2011	64204		Corpus		"English Read by Japanese (ERJ) database"		Existing-used		English spoken by Japanese												Mono
LREC2010	2010	809X-F3P3E3J5B6		Corpus		Peykareh		Existing-used		Persian												Mono
LTC2011	2011	68		"Evaluation Tool"		BLEU/NIST																"Not Specified"
LREC2010	2010	62X-B2C7P3C3B8		Lexicon		"Erlangen Valency Pattern Bank"		Existing-used		English												Mono
LREC2010	2010	60X-C3G5P3D3D6		Corpus		"Swedish Scientific Medical Corpus"		Existing-used		Swedish												Mono
RANLP2011	2011	57		Corpus		Wiki-Biographic-Corpus		"Newly created-finished"		English												Mono
IJCNLP2011	2011	3		Corpus		"YUWEI Corpus"																"Not Specified"
LREC2010	2010	364X-C6A2J7P6G7		Corpus		"Clean English ACE 2005 Event Trigger Corpus"		"Newly created-finished"														"Not Specified"
LREC2012	2012	912		Ontology		"Linguistic Linked Open Data cloud"		"Newly created-in progress"		Cusco Quechua 		German 		Spanish 								Tri
COLING2010	2010	557X-A2F3H7D6G7		Lexicon		Wiktionary		Existing-used														"Not Specified"
ACLHT2011	2011	206		Corpus		"Arabic Treebank (ATB)"		Existing-used		Standard Arabic												Mono
LREC2010	2010	278X-F9F4F3E2A5		"Representation-Annotation Formalism/Guidelines"		"Syntactic Annotation Guidelines for the Quranic Arabic Dependency Treebank"		"Newly created-in progress"		Quranic Arabic												Mono
IJCNLP2011	2011	465		Corpus		"Quaero Broadcast News Named Entity Corpus"		"Newly created-finished"		French												Mono
LREC2010	2010	W08_1X-D3D8J6D7C6		Lexicon		Others		Existing-updated		English												Mono
COLING2010	2010	177X-P2F6H3D2E4		Corpus		"Prop Bank"		Existing-used		English												Mono
LREC2010	2010	W21_8X-G8G9D8H6F6		Tagger/Parser		IceNLP		Existing-used		Icelandic												Mono
LREC2010	2010	343X-J7C6C2G4F7		Lexicon		Tsumugi-1.0.1		"Newly created-in progress"		English		Japanese										Bi
LREC2010	2010	942X-C6B5P2P7C6		"Web site"		"Language Technology Resource Center"		Existing-used		LI												Mono
LREC2010	2010	156X-P6A9P4B6D6		"language technology infrsatructure"		Diabase		"Newly created-in progress"		Old Swedish		Swedish										Bi
COLING2010	2010	428X-A4D8H9B6A9		Tagger/Parser		"Stanford parser"																"Not Specified"
LREC2012	2012	798		Ontology		"Associative Concept Dictionary (ACD)"		Existing-used		Japanese 												Mono
LREC2010	2010	W10_13X-H8P4J8C3F4		"Annotation Tool"		woof		"Newly created-finished"		LI												Mono
LREC2010	2010	795X-A3D6D3F3B8		Corpus		Qurany		"Newly created-in progress"		Arabic		English										Bi
COLING2010	2010	260X-H9A6P2H4G6		Corpus		BTEC		Existing-used		Chinese		English		Japanese								Tri
IJCNLP2011	2011	410		Corpus		"Named Entity Recognition Corpus from the Fourth International SIGHAN Bakeoff Data Sets"		Existing-used														"Not Specified"
LREC2010	2010	625X-H9H6F5P2D3		Transcriber		"Sympalog SymRec"		Existing-used		German												Mono
LREC2010	2010	437X-A3B3G8A6J9		"Controlled Language guidelines"		"Controlled Language in Crisis Management (CLCM)"		"Newly created-in progress"		English												Mono
LREC2010	2010	W08_6X-B6B7H9E8F7		Ontology		"Body part ontology"		"Newly created-in progress"		Bulgarian												Mono
IS2011	2011	88301				Transducersaurus		"Newly created-in progress"		LI												Mono
LREC2010	2010	916X-P3A8A6J9C6		"Representation-Annotation Formalism/Guidelines"		"Guidelines for Caption Annotation:  Notes for annotators on how to identify and ground toponym  expressions in captions."		"Newly created-finished"		English												Mono
LREC2012	2012	1008		Corpus		"EPIC Twitter NLP Development Dataset"		"Newly created-in progress"		American English 		English 										Bi
COLING2010	2010	700X-F5A4D4E6E6		Corpus		DUC2002		Existing-used		English												Mono
LREC2010	2010	832X-D2E4H2E9E6		Ontology		CTL		"Newly created-in progress"		LI												Mono
RANLP2011	2011	139		Corpus		"HCRC Map Task Corpus"		Existing-used		English												Mono
LREC2010	2010	128X-P4D5E4F2J8		"Ontology development methodology"		METHONTOLOGY		Existing-used		LI												Mono
COLING2010	2010	190X-A8F5E9D9G6		Corpus		"Doshisha eye-gaze dialogue data"		"Newly created-finished"		English		Japanese										Bi
LREC2010	2010	515X-H8D3E7P4J2		"Annotation Tool"		MASKKOT		"Newly created-finished"		LI												Mono
LREC2010	2010	152X-G6D3G2D2F6		Corpus		"National Corpus of Polish"		"Newly created-in progress"		Polish												Mono
LREC2012	2012	196		Lexicon		Gister		Existing-used		C++												Mono
LREC2010	2010	301X-D5H6D3F8H2		Tagger/Parser		Ritel-nca		Existing-used		English		French		Spanish								Tri
LREC2010	2010	434X-H6A9E7C7P5		Tagger/Parser		"Stanford Parser"		Existing-used		German												Mono
LREC2010	2010	458X-E6J6J7J3E2		Tagger/Parser		TTL		Existing-used		English		French		Romanian								Tri
COLING2010	2010	401X-B7P6A3P3J8		Corpus		NEGRA		Existing-used		German												Mono
COLING2010	2010	278X-C7J9A5G5F6		Tagger/Parser		Mogura		Existing-used		English												Mono
LREC2012	2012	168		Corpus		"Postech Learner Corpus (POLC)"		"Newly created-finished"		English 												Mono
LREC2010	2010	W13_4X-B6F4P6A6J8		Corpus		"Catalan Sign Language Corpus on the weather report domain"		"Newly created-in progress"		Catalan		Catalan Sign Language										Bi
O-COCOSDA2011	2011	22		Corpus		"Dysarthric Speech Database"		"Newly created-in progress"		Korean												Mono
LREC2010	2010	513X-F6P5J5G4P8		Terminology		"CREAM TBX"		"Newly created-in progress"		English		German										Bi
LREC2010	2010	173X-F9P5E3P4B4		Corpus		"Doshisha eye-gaze dialogue data"		"Newly created-in progress"		Japanese												Mono
COLING2010	2010	564X-A4F8H6C9P6		Corpus		"Emotion Annotated data for Urdu"		"Newly created-in progress"		Urdu												Mono
ACLHT2011	2011	15		Corpus		"Movie Review Data"		Existing-used		English												Mono
LREC2010	2010	530X-D4E5G3D6F4		Corpus		SWiiT		"Newly created-in progress"		Italian												Mono
LREC2010	2010	685X-J5C9F9B6F9		Corpus		"British National Corpus"		Existing-used		English												Mono
LREC2012	2012	366		Terminology		"Dictionnaire fondamental de l'informatique et de l'Internet (DiCoInfo)"		Existing-used		English		French		Spanish								Tri
LREC2010	2010	W04_18X-D3C7E2H5P3		Corpus		"National Corpus of Polish"		"Newly created-in progress"		Polish												Mono
COLING2010	2010	265X-H9A3A3E2J4		Corpus		"Brown corpus"		Existing-used		english												Mono
LREC2010	2010	856X-C3B6G3E3H7		Tagger/Parser		Lemmald		Existing-used		Icelandic												Mono
LREC2012	2012	187		Corpus		DutchSemCor		"Newly created-in progress"		Turkish 												Mono
IS2011	2011	84349		Corpus		"Centre for Spoken Language Understanding (CSLU) Names v1.3"		Existing-used		English												Mono
COLING2010	2010	702X-H2G2G6A8A3		Corpus		"Web Dataset for Text-based Image Annotation Development"		"Newly created-finished"		English												Mono
LREC2012	2012	470		"Repository System"		ERDO		"Newly created-in progress"		English												Mono
LTC2011	2011	103		"Speech Segmentation"		"RACAI TTS Speech Segmentation"		"Newly created-in progress"														Mono
LREC2010	2010	426X-A7H9J5E8F7		"Evaluation Methodology/Formalism/Guidelines"		"Grammar error ratio"		"Newly created-in progress"		LI												Mono
LREC2010	2010	W23_4X-E3J5C4G5H4		Corpus		"Swiss statutes and regulations (semantically analyzed)"		"Newly created-in progress"		German												Mono
LREC2010	2010	313X-A2C6A4B9P7		Ontology		MultiWordNet		Existing-used		English		Italian		Portuguese		Romanian		Spanish				Multi
IJCNLP2011	2011	74		Corpus		"""Yahoo! Chiebukuro"" data"		Existing-used		Japanese												Mono
ACLHT2011	2011	300		Lexicon		"TDT5 Brown Word Clusters"		"Newly created-finished"		English												Mono
ACLHT2011	2011	317		Corpus		"ACE 2005"		Existing-used		LI												Mono
LREC2012	2012	999		"Sentiment Analysis Tool"		SentiStrength		Existing-used		Croatian		English		Estonian		Latvian		Romanian				Multi
LREC2012	2012	672		Corpus		"LDC HUB4"				English 												Mono
LREC2012	2012	121		Lexicon		JAKOB-Lexikon		"Newly created-in progress"		American English 												Mono
COLING2010	2010	438X-P6P6D6P3F4		"Annotation Tool"		GATE		Existing-used		LI												Mono
LREC2010	2010	267X-A9D6D4F8E7		Corpus		"Collection of newspaper articles"		Existing-used		German												Mono
LREC2012	2012	174		Corpus		"Europarl v.6"		Existing-used		Ancient Greek												Mono
LREC2010	2010	283X-F3D8A4C3B3		Tagger/Parser		"SPECIALIST dTagger"		Existing-used		English												Mono
LREC2012	2012	452		Database		"Proposition database"		"Newly created-in progress"		Italian 												Mono
LREC2010	2010	73X-H9H6C2F3A8		"Annotation Tool"		Cornerstone		"Newly created-in progress"		LI												Mono
LREC2012	2012	1072		Ontology		"ConceptNet 5"		"Newly created-in progress"		English 												Mono
ACLHT2011	2011	288		Corpus		"NTCIR Opinion Corpus"		Existing-used		English		Mandarin Chinese										Bi
LREC2010	2010	W17_2X-J7J2A6F4G4		Corpus		"Excite query log"		Existing-used		English												Mono
LREC2010	2010	W04_14X-B3D6A3F3A5		"Representation-Annotation Standard/Best Practice"		"TEI (Text Encoding Initiative)"		"Not Applicable"		LI												Mono
LREC2010	2010	W04_4X-B9P9E6J6D9		"format description"		GrAF		Existing-used		LI												Mono
LREC2012	2012	546		Database		"UK PubMed Central (UKPMC)"		Existing-used		English		French		German		Italian		Spanish				Multi
LREC2010	2010	239X-G9A2D9P3E8		Tagger/Parser		"Stanford Parser"		Existing-used		English												Mono
COLING2010	2010	258X-B3F6D2A8D3		Corpus		"ACE 2005"		Existing-used														"Not Specified"
LREC2010	2010	850X-P7E6G8C6G9		"Annotation Tool"		IntelliText		"Newly created-in progress"		LI												Mono
LREC2010	2010	760X-P3F3F6G2E6		Tagger/Parser		"MIRE based shallow parser"		"Newly created-in progress"		LI												Mono
RANLP2011	2011	134		Corpus		OntoNotes		Existing-updated		English												Mono
LREC2010	2010	241X-J3H4G7C9P6		Corpus		"list-question-answering pargraphs"		"Newly created-finished"		English												Mono
LREC2010	2010	W16_5X-A2G8E3H6D2		"Evaluation Package"		"Name Matching Evaluation Framework"		"Newly created-finished"		LI												Mono
LREC2012	2012	374		Lexicon		deepKnowNet		"Newly created-in progress"		English 												Mono
LREC2012	2012	326		"Machine Translation Tool"		apertium-es-an		"Newly created-in progress"		American English 												Mono
COLING2010	2010	755X-E2B7F2H6E4		Corpus		DORISpointingApril10		"Newly created-finished"		English												Mono
LREC2010	2010	W22_9X-A8C7J3D7P8		Lexicon		"Frequency Dictionary of Verb Phrase Constructions"		"Newly created-in progress"		Hungarian -- but the algorithm used is language independent												Mono
LREC2010	2010	W08_5X-H8B3C7E2J3		Corpus		BioScope		Existing-used		English												Mono
RANLP2011	2011	57		"Machine Learning Tool "		"Domain Adaptive Relation Extraction (DARE)"		Existing-updated		LI												Mono
LREC2010	2010	271X-J5F6B6A6A2		Corpus		"Nijmegen Corpus of Casual Spanish (NCCSp)"		"Newly created-finished"		Spanish												Mono
RANLP2011	2011	153		Lexicon		"Apertium Spanish monolingual dictionary from the Spanish-Catalan language pair"		Existing-used		Spanish												Mono
LREC2010	2010	857X-D5G5P9E5F9		"Annotation Tool"		"LDC Data Exploration Toolkit"		"Newly created-in progress"		LI												Mono
LREC2010	2010	21X-J5B2G5P6J2		"Corpus Query System"		"Sketch Engine"		Existing-updated		LI												Mono
LREC2012	2012	557		Corpus		"Arabic Treebank (ATB)"		"Newly created-finished"		Arabic												Mono
LREC2010	2010	673X-H3C2J3F4F3		Corpus		"Multi Layered Hindi Dependency Treebank"		"Newly created-in progress"		Hindi												Mono
LREC2010	2010	724X-E3P8P9D8A8		Corpus		GeoQueries250		Existing-used		English												Mono
LREC2010	2010	735X-P6C8F6P3G9		Tagger/Parser		"Stanford Parser"		Existing-used		en												Mono
COLING2010	2010	525X-C3C9J9A7C9		"Evaluation Data"		"News Tweets For SRL"		"Newly created-finished"		Not Applicable												Mono
LREC2010	2010	247X-G6B3J6D3H4		Lexicon		"African WordNet"		"Newly created-in progress"		Northern Sotho		Zulu										Bi
COLING2010	2010	347X-P5P8E4E3C6		Corpus		"CoNLL 2000 shallow parsing data set"		Existing-used		English												Mono
LREC2012	2012	267		Corpus		"W2C - Web To Corpus"		"Newly created-finished"		English 												Mono
IJCNLP2011	2011	368		Corpus		"English Gigaword"		Existing-used		English												Mono
COLING2010	2010	428X-A4D8H9B6A9		Corpus		"Chinese Treebank 6.0"																"Not Specified"
LREC2010	2010	911X-D6F2F9G6H8		"Grammar/Language Model"		"Nuance ASR/NLU Grammar"		"Newly created-in progress"		English		German										Bi
COLING2010	2010	763X-F9D6A4J2H3		Corpus		"UW parallel meeting corpus"		"Newly created-in progress"		English		German										Bi
LREC2010	2010	123X-P5G6P6P3D3		"Evaluation Tool"		Witchcraft		"Newly created-finished"		LI												Mono
LREC2010	2010	728X-E9C6P6B6D2		"Evaluation Data"		"German Idiomatic PNV-Triples in Context (GIPIC)"		"Newly created-in progress"		German												Mono
COLING2010	2010	78X-P3G5B8F6D5		Corpus		MEDLINE/PUBMED		Existing-used		English												Mono
LREC2010	2010	648X-F3D9H7A6E6		Corpus		"Reference Corpus of Contemporary Portuguese (CRPC)"		Existing-used		Portuguese												Mono
LREC2012	2012	859		"Corpus Tool"		KinOath		"Newly created-in progress"		German 												Mono
LREC2012	2012	938		Corpus		"Netlog Corpus and Chatty Subcorpus"		"Newly created-in progress"		Latin 												Mono
